"age","years_exp","search_rank","pandascore_id","birth_country","college","espn_id","birth_date","injury_notes","search_first_name","player_id","hashtag","stats_id","news_updated","active","sport","fantasy_data_id","competitions","practice_description","yahoo_id","last_name","opta_id","birth_state","gsis_id","status","depth_chart_order","height","injury_start_date","fantasy_positions","search_full_name","high_school","sportradar_id","kalshi_id","practice_participation","team_abbr","team","oddsjam_id","rotoworld_id","birth_city","metadata","first_name","injury_status","swish_id","depth_chart_position","team_changed_at","position","search_last_name","number","full_name","weight","injury_body_part","rotowire_id","dupes"
NA,5,NA,NA,"VEN","",NA,"1997-01-20","","ali","1332","#alisanchez-MLB-BOS-18",NA,1758653459472,"True","mlb",NA,"[]",NA,NA,"Sánchez",NA,"",NA,"A",NA,73,NA,"","alisanchez","","95c55d11-4c9c-4caf-a124-2ec4ea752e85",NA,NA,NA,"BOS","DE76A9BE495A",NA,"Carora","{'bat_hand': 'R', 'channel_id': '1232402000847577088', 'full_name': 'Alí Sánchez', 'pro_debut': '2020-08-10', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T15:01:07+00:00'}","Alí","",645305,NA,NA,"C","sanchez",18,"Alí Sánchez",200,"",13993,1
NA,10,NA,NA,"DOM","",NA,"1991-09-12","","jose","2116","#joseurena-MLB-LAA-54",NA,1757551551457,"True","mlb",NA,"[]",NA,NA,"Ureña",NA,"",NA,"A",NA,74,NA,"","joseurena","","6fd307e1-8322-4f8c-9e3f-f71cd1ac9698",NA,NA,NA,"LAA","EB4112D25B85",NA,"Santo Domingo","{'bat_hand': 'R', 'channel_id': '1157161619319455744', 'full_name': 'José Ureña', 'pro_debut': '2015-04-14', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-31T17:18:16+00:00'}","José","",570632,NA,NA,"RP","urena",54,"José Ureña",208,"",13194,1
NA,4,NA,NA,"USA","",41032,"1998-09-15","","hans","1147","#hanscrouse-MLB-LAA-52",NA,1743967210535,"False","mlb",NA,"[]",NA,NA,"Crouse",NA,"CA",NA,"MIN",NA,76,NA,"","hanscrouse","Dana Hills (CA)","39390c76-3f95-4508-857b-d95f6b8a1d73",NA,NA,NA,"LAA","120A46116EB4",NA,"Dana Point","{'bat_hand': 'L', 'channel_id': '1157161330008948736', 'full_name': 'Hans Crouse', 'pro_debut': '2021-09-26', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-03-12T16:47:06+00:00'}","Hans","",668968,NA,NA,"RP","crouse",52,"Hans Crouse",180,"",14797,1
NA,8,NA,NA,"USA","",32518,"","","archie","1472","#archiebradley-MLB-MIA-25",NA,1688439930318,"True","mlb",NA,"[]",NA,NA,"Bradley",NA,"OK",NA,"A",NA,76,NA,"","archiebradley","Broken Arrow (OK)","4a745f36-bec0-47d9-bdf6-6bac2ea84aeb",NA,NA,NA,"MIA","",NA,"Muskogee","{'bat_hand': 'R', 'full_name': 'Archie Bradley', 'pro_debut': '2015-04-11', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-06-13T22:49:24+00:00'}","Archie","",605151,NA,NA,"RP","bradley",25,"Archie Bradley",215,"",12131,1
NA,4,NA,NA,"USA","California",42394,"1998-04-03","","andrew","1390","#andrewvaughn-MLB-MIL-28",NA,1758672600805,"True","mlb",NA,"[]",NA,NA,"Vaughn",NA,"CA",NA,"A",NA,70,NA,"","andrewvaughn","Maria Carrillo (CA)","60cf6995-e2a5-47d7-834a-d25cdbdf7f3e",NA,NA,NA,"MIL","9ED85DCB4F49",NA,"Santa Rosa","{'bat_hand': 'R', 'channel_id': '1157161281069809664', 'full_name': 'Andrew Vaughn', 'pro_debut': '2021-04-02', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-07T20:36:19+00:00'}","Andrew","",683734,NA,NA,"1B","vaughn",28,"Andrew Vaughn",215,"",16041,1
NA,6,NA,NA,"USA","",33417,"1992-12-04","","jake","2543","#jakecave-MLB-COL-11",NA,1732636233486,"True","mlb",NA,"[]",NA,NA,"Cave",NA,"VA",NA,"A",NA,72,NA,"","jakecave","Kecoughtan (VA)","481ff280-9711-494a-9772-6a012b3899fe",NA,NA,NA,"COL","24FEF94B6597",NA,"Hampton","{'bat_hand': 'L', 'full_name': 'Jake Cave', 'pro_debut': '2018-05-19', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-04-01T20:56:15+00:00'}","Jake","",595909,NA,NA,"RF","cave",11,"Jake Cave",200,"",12250,1
NA,1,NA,NA,"USA","South Carolina",4987644,"1997-01-16","","tj","2876","#tjhopkins-MLB-CIN-26",NA,1743615921989,"True","mlb",NA,"[]",NA,NA,"Hopkins",NA,"SC",NA,"A",NA,73,NA,"","tjhopkins","Summerville (SC)","18c9aa41-1655-49a3-ab14-7c7a840630f9",NA,NA,NA,"CIN","3D89F78FC6A4",NA,"Summerville","{'bat_hand': 'R', 'full_name': 'TJ Hopkins', 'pro_debut': '2023-06-03', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-03T15:35:18+00:00'}","TJ","",686759,NA,NA,"CF","hopkins",26,"TJ Hopkins",195,"",18809,1
NA,3,NA,NA,"USA","Texas Tech",42823,"1997-01-04","","davis","2384","#davismartin-MLB-CWS-65",NA,1758335424544,"True","mlb",NA,"[]",NA,NA,"Martin",NA,"TX",NA,"A",NA,74,NA,"","davismartin","Central (TX)","0e023e0b-9637-4333-aabd-b860488d7763",NA,NA,NA,"CWS","669F7F6379F2",NA,"Abilene","{'bat_hand': 'L', 'channel_id': '1157161293233291264', 'full_name': 'Davis Martin', 'pro_debut': '2022-05-17', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-22T18:40:22+00:00'}","Davis","",663436,NA,NA,"SP","martin",65,"Davis Martin",215,"",17886,1
NA,5,NA,NA,"DOM","",NA,"1997-10-07","","jesus","1016","#jesussanchez-MLB-HOU-4",NA,1759037727108,"True","mlb",NA,"[]",NA,NA,"Sánchez",NA,"",NA,"A",NA,76,NA,"","jesussanchez","","135d9e6d-7c40-4efa-acff-e68b4bd5c1ef",NA,NA,NA,"HOU","8D45225D61DF",NA,"Higuey","{'bat_hand': 'L', 'channel_id': '1157161102597980160', 'full_name': 'Jesús Sánchez', 'pro_debut': '2020-08-21', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-01T19:26:22+00:00'}","Jesús","",660821,NA,NA,"RF","sanchez",4,"Jesús Sánchez",222,"",13565,1
NA,NA,NA,NA,"VEN","",42361,"","","miguel","1453","#miguelyajure-MLB-PIT-89",NA,NA,"True","mlb",NA,"[]",NA,NA,"Yajure",NA,"",NA,"A",NA,73,NA,"","miguelyajure","","88501e18-473a-4233-8602-6a0e133e027a",NA,NA,NA,"PIT","",NA,"Cabimas","{'bat_hand': 'R', 'full_name': 'Miguel Yajure', 'pro_debut': '2020-08-31', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-08-31T17:32:04+00:00'}","Miguel","",664337,NA,NA,"RP","yajure",89,"Miguel Yajure",215,"",NA,1
NA,NA,NA,NA,"DOM","",32666,"","","hansel","2268","#hanselrobles-MLB-BOS-57",NA,NA,"True","mlb",NA,"[]",NA,NA,"Robles",NA,"",NA,"A",NA,72,NA,"","hanselrobles","","aacf4eee-3371-4ec4-870a-9012fd69e629",NA,NA,NA,"BOS","",NA,"Bonao","{'bat_hand': 'R', 'full_name': 'Hansel Robles', 'pro_debut': '2015-04-24', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-06-10T00:02:48+00:00'}","Hansel","",570663,NA,NA,"RP","robles",57,"Hansel Robles",220,"",NA,1
NA,1,NA,NA,"USA","East Carolina",4417606,"2000-06-08","","connor","3160","#connornorby-MLB-MIA-1",NA,1758918018587,"True","mlb",NA,"[]",NA,NA,"Norby",NA,"MN",NA,"A",NA,70,NA,"","connornorby","East Forsyth (NC)","1e0a56f9-8b82-4e03-9921-a587e317fcf9",NA,NA,NA,"MIA","3AF53F67D3BC",NA,"Brooklyn Park","{'bat_hand': 'R', 'channel_id': '1157161098588225536', 'full_name': 'Connor Norby', 'pro_debut': '2024-06-03', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-15T23:26:28+00:00'}","Connor","",681393,NA,NA,"3B","norby",1,"Connor Norby",180,"",17346,1
NA,4,NA,NA,"DOM","",NA,"1996-12-12","","cristopher","1164","#cristophersanchez-MLB-PHI-61",NA,1759105832147,"True","mlb",NA,"[]",NA,NA,"Sánchez",NA,"",NA,"A",NA,78,NA,"","cristophersanchez","","224f1f61-6abd-4662-8887-bd812df4357b",NA,NA,NA,"PHI","2214D56F612B",NA,"La Romana","{'bat_hand': 'L', 'channel_id': '1157161176191238144', 'full_name': 'Cristopher Sánchez', 'pro_debut': '2021-06-06', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-04-02T14:20:05+00:00'}","Cristopher","",650911,NA,NA,"SP","sanchez",61,"Cristopher Sánchez",200,"",16500,1
NA,1,NA,NA,"USA","Eastern Michigan",3962127,"1997-06-11","","max","3123","#maxschuemann-MLB-ATH-12",NA,1756740341248,"True","mlb",NA,"[]",NA,NA,"Schuemann",NA,"MI",NA,"A",NA,72,NA,"","maxschuemann","Portage Northern (MI)","b22ce2f4-845b-4e5b-8699-e9ba40963579",NA,NA,NA,"ATH","5F6306D6B900",NA,"Portage","{'bat_hand': 'R', 'channel_id': '1157161203932364800', 'full_name': 'Max Schuemann', 'pro_debut': '2024-04-12', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T15:12:05+00:00'}","Max","",680474,NA,NA,"3B","schuemann",12,"Max Schuemann",186,"",18107,1
NA,4,NA,NA,"USA","Crowder College (MO)",41325,"1998-05-24","","aaron","2098","#aaronashby-MLB-MIL-26",NA,1757245825750,"True","mlb",NA,"[]",NA,NA,"Ashby",NA,"MO",NA,"A",NA,72,NA,"","aaronashby","Park Hill (MO)","3f7d4224-7406-429e-9128-e302ebe4470a",NA,NA,NA,"MIL","626D5E61D538",NA,"Kansas City","{'bat_hand': 'R', 'channel_id': '1157161629830381568', 'full_name': 'Aaron Ashby', 'pro_debut': '2021-06-30', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-15T02:11:49+00:00'}","Aaron","",676879,NA,NA,"RP","ashby",26,"Aaron Ashby",188,"",15540,1
NA,NA,NA,NA,"USA","Gonzaga",39421,"","","taylor","2126","#taylorjones-MLB-SF",NA,NA,"True","mlb",NA,"[]",NA,NA,"Jones",NA,"WA",NA,"A",NA,79,NA,"","taylorjones","Kentwood (WA)","9421c3f4-0938-4395-981e-ba5103b22b11",NA,NA,NA,"SF","",NA,"Kent","{'bat_hand': 'R', 'full_name': 'Taylor Jones', 'pro_debut': '2020-07-26', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-19T20:16:39+00:00'}","Taylor","",622100,NA,NA,"1B","jones",NA,"Taylor Jones",230,"",NA,1
NA,3,NA,NA,"PAN","",NA,"2000-06-01","","ivan","1329","#ivanherrera-MLB-STL-48",NA,1758693902775,"True","mlb",NA,"[]",NA,NA,"Herrera",NA,"",NA,"A",NA,71,NA,"","ivanherrera","","425cd8ba-6803-4970-972d-033ce47fa53a",NA,NA,NA,"STL","9625D032A85E",NA,"Panama City","{'bat_hand': 'R', 'channel_id': '1157161258538008576', 'full_name': 'Iván Herrera', 'pro_debut': '2022-05-24', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-13T16:32:18+00:00'}","Iván","",671056,NA,NA,"C","herrera",48,"Iván Herrera",220,"",15690,1
NA,NA,NA,NA,"USA","Wright State",3964917,"","","ryan","1207","#ryanweiss-MLB-KC-44",NA,NA,"True","mlb",NA,"[]",NA,NA,"Weiss",NA,"OH",NA,"A",NA,76,NA,"","ryanweiss","South Elgin (OH)","71b3c439-f8d0-414c-8de0-8684622eec69",NA,NA,NA,"KC","",NA,"South Elgin","{'bat_hand': 'R', 'full_name': 'Ryan Weiss', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T01:32:29+00:00'}","Ryan","",680802,NA,NA,"SP","weiss",44,"Ryan Weiss",210,"",NA,1
NA,NA,NA,NA,"USA","",4917850,"2001-10-16","","dax","3305","#daxfulton-MLB-MIA-90",NA,1741467350688,"True","mlb",NA,"[]",NA,NA,"Fulton",NA,"OK",NA,"A",NA,79,NA,"","daxfulton","Mustang (OK)","5acd1bbc-4c87-4143-ad56-4febee4e746a",NA,NA,NA,"MIA","E7A853D14A1AD924",NA,"Weatherford","{'bat_hand': 'L', 'channel_id': '1199824309997031424', 'full_name': 'Dax Fulton', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T02:45:52+00:00'}","Dax","",NA,NA,NA,"SP","fulton",90,"Dax Fulton",245,"",16713,1
NA,6,NA,NA,"USA","Oklahoma State",37232,"1994-05-25","","donovan","1307","#donovanwalton-MLB-PHI-18",NA,1758910217841,"True","mlb",NA,"[]",NA,NA,"Walton",NA,"TX",NA,"A",NA,69,NA,"","donovanwalton","Bishop Kelley (OK)","ba8ec78f-732b-4aae-bc61-30c2e617452c",NA,NA,NA,"PHI","D90A639466D54771",NA,"Dallas","{'bat_hand': 'L', 'channel_id': '1157161487584755712', 'full_name': 'Donovan Walton', 'pro_debut': '2019-09-10', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-09T13:31:08+00:00'}","Donovan","",622268,NA,NA,"2B","walton",18,"Donovan Walton",190,"",15553,1
NA,3,NA,NA,"DOM","",NA,"1995-06-20","Surgery","felix","1601","#felixbautista-MLB-BAL-74",NA,1755890425275,"True","mlb",NA,"[]",NA,NA,"Bautista",NA,"",NA,"D60",NA,80,NA,"","felixbautista","","f9ab5bbf-bb91-4a1a-9fe7-c8dd4eb9022f",NA,NA,NA,"BAL","817E0A71F2DE",NA,"Santo Domingo","{'bat_hand': 'R', 'channel_id': '1157161391736520704', 'full_name': 'Félix Bautista', 'pro_debut': '2022-04-10', 'rookie_year': '2022', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-08-22T19:17:23+00:00'}","Félix","Out",642585,NA,NA,"RP","bautista",74,"Félix Bautista",285,"Shoulder",17700,1
NA,NA,NA,NA,"USA","Dartmouth",42070,"","","beau","2328","#beausulser-MLB-PIT",NA,1723816508568,"True","mlb",NA,"[]",NA,NA,"Sulser",NA,"CA",NA,"A",NA,74,NA,"","beausulser","Ramona (CA)","3e2b1bac-2314-4d95-b58c-3ccc5321f75d",NA,NA,NA,"PIT","",NA,"Escondido","{'bat_hand': 'R', 'full_name': 'Beau Sulser', 'pro_debut': '2022-04-26', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T02:52:19+00:00'}","Beau","",676641,NA,NA,"RP","sulser",NA,"Beau Sulser",195,"",17880,1
NA,1,NA,NA,"USA","New Mexico",4917925,"1997-09-15","","justin","3080","#justinslaten-MLB-BOS-63",NA,1757597153322,"True","mlb",NA,"[]",NA,NA,"Slaten",NA,"TX",NA,"A",NA,76,NA,"","justinslaten","Hallsville (TX)","9d251d7a-c88a-481c-be6a-22fdfc7a1cfe",NA,NA,NA,"BOS","D8735B8BF1CF",NA,"Longview","{'bat_hand': 'R', 'channel_id': '1157161460565049344', 'full_name': 'Justin Slaten', 'pro_debut': '2024-03-30', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-28T14:35:07+00:00'}","Justin","",686580,NA,NA,"RP","slaten",63,"Justin Slaten",222,"",16231,1
NA,3,NA,NA,"USA","Cal State Monterey Bay",4995802,"1994-01-24","","jared","2444","#jaredkoenig-MLB-MIL-47",NA,1758251419988,"True","mlb",NA,"[]",NA,NA,"Koenig",NA,"CA",NA,"A",NA,77,NA,"","jaredkoenig","Aptos (CA)","9d83d2fe-e6c7-4b29-b782-3a26c2539932",NA,NA,NA,"MIL","D309D3BD3DCE",NA,"San Jose","{'bat_hand': 'R', 'channel_id': '1157161633391345664', 'full_name': 'Jared Koenig', 'pro_debut': '2022-06-08', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-06-24T23:39:38+00:00'}","Jared","",657649,NA,NA,"RP","koenig",47,"Jared Koenig",248,"",17915,1
NA,3,NA,NA,"USA","Vanderbilt",42410,"1997-11-10","","jj","2526","#jjbleday-MLB-ATH-33",NA,1758138622641,"True","mlb",NA,"[]",NA,NA,"Bleday",NA,"PA",NA,"A",NA,74,NA,"","jjbleday","Titusville (PA)","1c21515f-9514-4389-8a34-8518a177597d",NA,NA,NA,"ATH","73E49E838CA3",NA,"Danville","{'bat_hand': 'L', 'channel_id': '1157161205794635776', 'full_name': 'JJ Bleday', 'pro_debut': '2022-07-23', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-08-01T20:48:15+00:00'}","JJ","",668709,NA,NA,"CF","bleday",33,"JJ Bleday",205,"",16043,1
NA,NA,NA,NA,"USA","Kentucky",41791,"","","zach","2053","#zachreks-MLB-TEX-65",NA,NA,"False","mlb",NA,"[]",NA,NA,"Reks",NA,"IL",NA,"MIN",NA,74,NA,"","zachreks","Carl Sandburg (IL)","ec5eddb4-fd80-4637-988b-423913b48f5b",NA,NA,NA,"TEX","",NA,"Chicago","{'bat_hand': 'L', 'full_name': 'Zach Reks', 'pro_debut': '2021-06-21', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-06-21T19:52:54+00:00'}","Zach","",676646,NA,NA,"LF","reks",65,"Zach Reks",190,"",NA,1
NA,2,NA,NA,"USA","",4684778,"2002-05-22","","jordan","2783","#jordanwalker-MLB-STL-18",NA,1759021825904,"True","mlb",NA,"[]",NA,NA,"Walker",NA,"GA",NA,"A",NA,78,NA,"","jordanwalker","Decatur (GA)","7941825b-0909-40e8-b680-8c6493f24c89",NA,NA,NA,"STL","7302FF96F280",NA,"Stone Mountain","{'bat_hand': 'R', 'channel_id': '1157161265286643712', 'full_name': 'Jordan Walker', 'pro_debut': '2023-03-30', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-18T18:11:57+00:00'}","Jordan","",691023,NA,NA,"RF","walker",18,"Jordan Walker",250,"",16690,1
NA,1,NA,NA,"USA","Western Carolina",4987379,"1995-04-27","","bryan","3217","#bryansammons-MLB-DET-62",NA,1734099035282,"True","mlb",NA,"[]",NA,NA,"Sammons",NA,"NC",NA,"A",NA,76,NA,"","bryansammons","Hoggard (NC)","ea80095d-3a2a-4109-8ee8-7b2934f37776",NA,NA,NA,"DET","209DB6CE8250",NA,"Wilmington","{'bat_hand': 'L', 'channel_id': '1157161379384295424', 'full_name': 'Bryan Sammons', 'pro_debut': '2024-07-29', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-10-15T12:27:01+00:00'}","Bryan","",676614,NA,NA,"RP","sammons",62,"Bryan Sammons",235,"",19758,1
NA,2,NA,NA,"USA","Sacramento State",35682,"1994-07-12","","nathan","2664","#nathanlukes-MLB-TOR-38",NA,1759086330483,"True","mlb",NA,"[]",NA,NA,"Lukes",NA,"OR",NA,"A",NA,71,NA,"","nathanlukes","Center (CA)","520079c8-a8d6-432b-8dcb-fa3c2ba1468b",NA,NA,NA,"TOR","E8AA72EF3B2B",NA,"Portland","{'bat_hand': 'L', 'channel_id': '1157161146067746816', 'full_name': 'Nathan Lukes', 'pro_debut': '2023-03-30', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-20T20:21:03+00:00'}","Nathan","",664770,NA,NA,"RF","lukes",38,"Nathan Lukes",180,"",17212,1
NA,5,NA,NA,"USA","",33842,"1995-06-27","","jonah","2040","#jonahheim-MLB-TEX-28",NA,1759002924270,"True","mlb",NA,"[]",NA,NA,"Heim",NA,"NY",NA,"A",NA,76,NA,"","jonahheim","Amherst (NY)","f75cce17-221d-4269-84ea-92083c354af7",NA,NA,NA,"TEX","651DAB36085A",NA,"Buffalo","{'bat_hand': 'B', 'channel_id': '1157161600499613696', 'full_name': 'Jonah Heim', 'pro_debut': '2020-08-25', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T02:01:09+00:00'}","Jonah","",641680,NA,NA,"C","heim",28,"Jonah Heim",220,"",14156,1
NA,1,NA,NA,"USA","Lehigh",4918162,"1997-12-04","","levi","2761","#levistoudt-MLB-BAL",NA,1722434733536,"False","mlb",NA,"[]",NA,NA,"Stoudt",NA,"PA",NA,"MIN",NA,73,NA,"","levistoudt","Perkiomen School (PA)","950d0c12-300c-498f-be7d-8845373d5d6c",NA,NA,NA,"BAL","9EE3333579B7",NA,"Pottstown","{'bat_hand': 'R', 'full_name': 'Levi Stoudt', 'pro_debut': '2023-04-19', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-06-13T18:28:44+00:00'}","Levi","",686651,NA,NA,"SP","stoudt",NA,"Levi Stoudt",195,"",16162,1
NA,6,NA,NA,"USA","",33707,"1995-12-25","","alex","1002","#alexjackson-MLB-BAL-70",NA,1756415419404,"True","mlb",NA,"[]",NA,NA,"Jackson",NA,"CA",NA,"A",NA,73,NA,"","alexjackson","Rancho Bernardo (CA)","4e86e45f-7f7c-4b9e-b4e3-d5cdc8dfe1fc",NA,NA,NA,"BAL","C2AF1F6B8498",NA,"San Diego","{'bat_hand': 'R', 'channel_id': '1247607138939830272', 'full_name': 'Alex Jackson', 'pro_debut': '2019-04-07', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T16:40:23+00:00'}","Alex","",656577,NA,NA,"C","jackson",70,"Alex Jackson",238,"",13367,1
NA,4,NA,NA,"USA","Jacksonville",40543,"1995-09-10","","mike","1600","#mikebaumann-MLB-MIA-55",NA,1733793646392,"True","mlb",NA,"[]",NA,NA,"Baumann",NA,"MN",NA,"A",NA,76,NA,"","mikebaumann","Mahtomedi (MN)","b289c3a7-e653-4fa1-931f-733d1a8ba26c",NA,NA,NA,"MIA","B2E3D82014C5",NA,"Mahtomedi","{'bat_hand': 'R', 'channel_id': '1157161105026482176', 'full_name': 'Mike Baumann', 'pro_debut': '2021-09-07', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-09-27T20:10:09+00:00'}","Mike","",657508,NA,NA,"RP","baumann",55,"Mike Baumann",240,"",14924,1
NA,1,NA,NA,"USA","",NA,"2000-08-18","","nasim","3086","#nasimnunez-MLB-WSH-26",NA,1758660660128,"True","mlb",NA,"[]",NA,NA,"Nuñez",NA,"GA",NA,"A",NA,68,NA,"","nasimnunez","Collins Hill (GA)","90555d4f-dfeb-437b-8fa7-f5d72ea4a81f",NA,NA,NA,"WSH","8123EBEBD788",NA,"Lawrenceville","{'bat_hand': 'B', 'channel_id': '1157161585530142720', 'full_name': 'Nasim Nuñez', 'pro_debut': '2024-03-30', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T14:20:37+00:00'}","Nasim","",683083,NA,NA,"SS","nunez",26,"Nasim Nuñez",165,"",16087,1
NA,NA,NA,NA,"VEN","",NA,"2003-06-09","Surgery","moises","3313","#moiseschace-MLB-PHI-75",NA,1747428940281,"True","mlb",NA,"[]",NA,NA,"Chace",NA,"",NA,"MIN",NA,73,NA,"","moiseschace","","686d1993-a568-4d66-aa26-e3b65c472d69",NA,NA,NA,"PHI","",NA,"La Guaira","{'bat_hand': 'R', 'channel_id': '1199824310055751680', 'full_name': 'Moisés Chace', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-06-25T00:14:23+00:00'}","Moisés","IL60",NA,NA,NA,"SP","chace",75,"Moisés Chace",213,"Elbow",19374,1
NA,NA,NA,NA,"USA","",31844,"","","tony","2563","#tonywolters-MLB-LAD-18",NA,NA,"True","mlb",NA,"[]",NA,NA,"Wolters",NA,"CA",NA,"A",NA,70,NA,"","tonywolters","Rancho Buena Vista (CA)","63a84935-d64f-4b9f-a2b9-78d5df3934e3",NA,NA,NA,"LAD","",NA,"Vista","{'bat_hand': 'L', 'full_name': 'Tony Wolters', 'pro_debut': '2016-04-05', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-08-13T13:05:18+00:00'}","Tony","",547172,NA,NA,"C","wolters",18,"Tony Wolters",195,"",NA,1
NA,7,NA,NA,"USA","",41017,"1996-07-02","","caleb","2184","#calebferguson-MLB-SEA-43",NA,1758565235015,"True","mlb",NA,"[]",NA,NA,"Ferguson",NA,"OH",NA,"A",NA,75,NA,"","calebferguson","West Jefferson (OH)","d5c0ed32-abeb-4907-8bbf-5e96ef35592b",NA,NA,NA,"SEA","830B05DA5179",NA,"Columbus","{'bat_hand': 'R', 'channel_id': '1157161653326872576', 'full_name': 'Caleb Ferguson', 'pro_debut': '2018-06-06', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-31T01:19:50+00:00'}","Caleb","",657571,NA,NA,"RP","ferguson",43,"Caleb Ferguson",225,"",15217,1
NA,3,NA,NA,"USA","",42404,"2000-08-21","","corbin","2595","#corbincarroll-MLB-AZ-7",NA,1759074029666,"True","mlb",NA,"[]",NA,NA,"Carroll",NA,"WA",NA,"A",NA,70,NA,"","corbincarroll","Lakeside (WA)","86b68e79-a041-4fe2-95ea-1e8e0c30e382",NA,NA,NA,"AZ","4C70AE212628",NA,"Seattle","{'bat_hand': 'L', 'channel_id': '1157161185838137344', 'full_name': 'Corbin Carroll', 'pro_debut': '2022-08-29', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-05T16:45:32+00:00'}","Corbin","",682998,NA,NA,"RF","carroll",7,"Corbin Carroll",165,"",16051,1
NA,4,NA,NA,"DOM","",4684360,"1998-08-12","Not Specified","joan","2015","#joanadon-MLB-WSH-60",NA,1740442810651,"False","mlb",NA,"[]",NA,NA,"Adon",NA,"",NA,"D60",NA,74,NA,"","joanadon","","3382334c-e14c-48de-b248-273d6e6e003b",NA,NA,NA,"WSH","802BADF063CF",NA,"Santo Domingo","{'bat_hand': 'R', 'channel_id': '1157161589560868864', 'full_name': 'Joan Adon', 'pro_debut': '2021-10-03', 'rookie_year': '2021', 'status': 'D60', 'throw_hand': 'R', 'updated': '2024-09-20T18:00:04+00:00'}","Joan","IL7",672851,NA,NA,"SP","adon",60,"Joan Adon",247,"Undisclosed",16030,1
NA,3,NA,NA,"USA","Citadel",39818,"1996-02-19","","jp","1785","#jpsears-MLB-SD-38",NA,1759101631608,"True","mlb",NA,"[]",NA,NA,"Sears",NA,"SC",NA,"MIN",NA,71,NA,"","jpsears","Wilson Hall (SC)","9879d57f-6e61-4d12-be21-25c2b7328947",NA,NA,NA,"SD","A7CDBA2127A5",NA,"Sumter","{'bat_hand': 'R', 'channel_id': '1157161217685487616', 'full_name': 'JP Sears', 'pro_debut': '2022-04-13', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-30T15:48:50+00:00'}","JP","",676664,NA,NA,"SP","sears",38,"JP Sears",180,"",15242,1
