age,years_exp,search_rank,pandascore_id,birth_country,college,espn_id,birth_date,injury_notes,search_first_name,player_id,hashtag,stats_id,news_updated,active,sport,fantasy_data_id,competitions,practice_description,yahoo_id,last_name,opta_id,birth_state,gsis_id,status,depth_chart_order,height,injury_start_date,fantasy_positions,search_full_name,high_school,sportradar_id,kalshi_id,practice_participation,team_abbr,team,oddsjam_id,rotoworld_id,birth_city,metadata,first_name,injury_status,swish_id,depth_chart_position,team_changed_at,position,search_last_name,number,full_name,weight,injury_body_part,rotowire_id
,1.0,,,USA,,,2001-02-26,,trevor,3042,#trevormcdonald-MLB-SF-72,,1758951321176.0,True,mlb,,[],,,McDonald,,AL,,A,,74,,,trevormcdonald,George County (MS),7cfd66e7-95dd-4362-a636-545dfef62be9,,,,SF,4EE74A3DB48E,,Mobile,"{'bat_hand': 'R', 'channel_id': '1157161495675568128', 'full_name': 'Trevor McDonald', 'pro_debut': '2024-09-29', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-16T22:09:05+00:00'}",Trevor,,686790.0,,,SP,mcdonald,72.0,Trevor McDonald,201,,16210.0
,2.0,,,VEN,,,1997-05-30,,andruw,2869,#andruwmonasterio-MLB-MIL-14,,1756753541984.0,True,mlb,,[],,,Monasterio,,,,A,,71,,,andruwmonasterio,,93dd9c6d-6a90-470e-a99e-f8233ac60ddc,,,,MIL,0525D7A21206,,Caracas,"{'bat_hand': 'R', 'channel_id': '1157161625837404160', 'full_name': 'Andruw Monasterio', 'pro_debut': '2023-05-28', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-24T23:42:17+00:00'}",Andruw,,655316.0,,,SS,monasterio,14.0,Andruw Monasterio,195,,15710.0
,3.0,,,DOM,,,1999-08-25,,eguy,1963,#eguyrosario-MLB-SD-5,,1758143422571.0,True,mlb,,[],,,Rosario,,,,A,,67,,,eguyrosario,,9e7dda2e-ace0-43e7-bbee-477c1dc7ac06,,,,SD,DC106BFFB8BD,,Juan Baron,"{'bat_hand': 'R', 'channel_id': '1157161567331057664', 'full_name': 'Eguy Rosario', 'pro_debut': '2022-08-26', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T18:22:44+00:00'}",Eguy,,666703.0,,,3B,rosario,5.0,Eguy Rosario,150,,15049.0
,8.0,,,DOM,,,1995-09-07,,sandy,1018,#sandyalcantara-MLB-MIA-22,,1758939019971.0,True,mlb,,[],,,Alcantara,,,,A,,77,,,sandyalcantara,,d0476731-2ec5-4fbb-9e0a-1ca71fb6df62,,,,MIA,5B42059ADAE9,,San Juan de la Maguana,"{'bat_hand': 'R', 'channel_id': '1157161103583641600', 'full_name': 'Sandy Alcantara', 'pro_debut': '2017-09-03', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-10T16:07:16+00:00'}",Sandy,,645261.0,,,SP,alcantara,22.0,Sandy Alcantara,200,,14071.0
,7.0,,,USA,,,1995-07-27,,brad,1690,#bradkeller-MLB-CHC-40,,1759296350577.0,True,mlb,,[],,,Keller,,GA,,A,,77,,,bradkeller,Flowery Branch (GA),12901252-d204-49f6-8af2-7446bf4b0a4f,,,,CHC,6F1009F9B59F,,Flowery Branch,"{'bat_hand': 'R', 'channel_id': '1211021051408949248', 'full_name': 'Brad Keller', 'pro_debut': '2018-03-29', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-25T00:22:32+00:00'}",Brad,,641745.0,,,RP,keller,40.0,Brad Keller,255,,14516.0
,8.0,,,USA,Cal State Fullerton,,1990-12-27,,dylan,1025,#dylanfloro-MLB-AZ-55,,1750785607943.0,True,mlb,,[],,,Floro,,CA,,A,,74,,,dylanfloro,Buhach Colony (CA),80488696-f2df-40de-b98f-8de75d404cbc,,,,AZ,AA4F5933E509,,Merced,"{'bat_hand': 'L', 'full_name': 'Dylan Floro', 'pro_debut': '2016-07-07', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-08-20T15:02:59+00:00'}",Dylan,,571670.0,,,RP,floro,55.0,Dylan Floro,212,,14457.0
,9.0,,,PRI,,,1994-05-27,Inflammation,jose,1102,#joseberrios-MLB-TOR-17,,1759335653930.0,True,mlb,,[],,,Berríos,,,,D15,,72,,,joseberrios,Papa Juan XXIII (PRI),56da7cb9-5975-46cd-8c63-96fce1245945,,,,TOR,0E8A0AAD6A5C,,Bayamon,"{'bat_hand': 'R', 'channel_id': '1157161148504637440', 'full_name': 'José Berríos', 'pro_debut': '2016-04-27', 'rookie_year': '2016', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-09-25T20:18:25+00:00'}",José,IL15,621244.0,,,SP,berrios,17.0,José Berríos,205,Elbow,12492.0
,4.0,,,USA,Tennessee Wesleyan,,1993-06-18,,tayler,1121,#taylersaucedo-MLB-SEA-60,,1757007643586.0,True,mlb,,[],,,Saucedo,,HI,,MIN,,76,,,taylersaucedo,Tahoma (WA),eb18a549-a572-4f11-8780-9d872e7da67c,,,,SEA,1D92EB452D26,,Honolulu,"{'bat_hand': 'L', 'channel_id': '1157161254536642560', 'full_name': 'Tayler Saucedo', 'pro_debut': '2021-06-17', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-04T18:50:53+00:00'}",Tayler,,642048.0,,,RP,saucedo,60.0,Tayler Saucedo,205,,17286.0
,2.0,,,DOM,,,1999-03-24,,george,2727,#georgesoriano-MLB-MIA-62,,1758516932700.0,True,mlb,,[],,,Soriano,,,,A,,74,,,georgesoriano,,38b33383-47ff-4b84-8709-6de13e717828,,,,MIA,7F49E1C3E711,,San Pedro de Macoris,"{'bat_hand': 'R', 'channel_id': '1157161114979565568', 'full_name': 'George Soriano', 'pro_debut': '2023-04-16', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-30T16:23:04+00:00'}",George,,666277.0,,,RP,soriano,62.0,George Soriano,210,,17845.0
,,,,USA,Texas,,,,corey,1156,#coreyknebel-MLB-PHI-23,,,False,mlb,,[],,,Knebel,,TX,,D60,,75,,,coreyknebel,Bastrop (TX),b6840f51-9f1c-4f25-b40b-32e360397be9,,,,PHI,,,Denton,"{'bat_hand': 'R', 'full_name': 'Corey Knebel', 'pro_debut': '2014-05-24', 'rookie_year': '2014', 'status': 'D60', 'throw_hand': 'R', 'updated': '2022-08-21T15:49:20+00:00'}",Corey,,608349.0,,,RP,knebel,23.0,Corey Knebel,224,,
,6.0,,,USA,Boston College,,1995-05-25,,michael,1775,#michaelking-MLB-SD-34,,1759173936592.0,True,mlb,,[],,,King,,NY,,A,,75,,,michaelking,Bishop Hendricken (RI),8adff54a-cb4b-4692-b18c-e9aaa9a8e076,,,,SD,CAA76F0E1C5E,,Rochester,"{'bat_hand': 'R', 'channel_id': '1157161575409287168', 'full_name': 'Michael King', 'pro_debut': '2019-09-27', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-09T22:10:37+00:00'}",Michael,,650633.0,,,SP,king,34.0,Michael King,210,,15255.0
,,,,USA,,,,,jon,2775,#jontalley-MLB-BOS,,,False,mlb,,[],,,Talley,,CA,,MIN,,75,,,jontalley,Carlsbad (CA) HS,584f20a8-a62d-4c81-8170-0b5a50f00f9e,,,,BOS,,,Carlsbad,"{'bat_hand': 'L', 'full_name': 'Jon Talley', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-11-25T19:47:48+00:00'}",Jon,,,,,1B,talley,,Jon Talley,220,,
,2.0,,,USA,Duke,,1997-12-26,,bryce,2945,#brycejarvis-MLB-AZ-40,,1758921318887.0,True,mlb,,[],,,Jarvis,,KY,,A,,74,,,brycejarvis,Brentwood Academy (TN),965b3981-3ecf-402e-a338-6dde330b445c,,,,AZ,9EDD6335D752,,Lexington,"{'bat_hand': 'L', 'channel_id': '1157161191974404096', 'full_name': 'Bryce Jarvis', 'pro_debut': '2023-08-15', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-26T20:59:28+00:00'}",Bryce,,686826.0,,,RP,jarvis,40.0,Bryce Jarvis,195,,16697.0
,6.0,,,USA,Ole Miss,,1993-11-05,,jacob,3100,#jacobwaguespack-MLB-TB-40,,1753713005852.0,False,mlb,,[],,,Waguespack,,TX,,MIN,,78,,,jacobwaguespack,Dutchtown (LA),581fc086-8ee2-4b14-b3fb-edf358111186,,,,TB,9F4D5C9A4B7B,,Waco,"{'bat_hand': 'R', 'channel_id': '1157161541284429824', 'full_name': 'Jacob Waguespack', 'pro_debut': '2019-05-27', 'rookie_year': '2019', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-04-04T20:05:04+00:00'}",Jacob,,621097.0,,,RP,waguespack,40.0,Jacob Waguespack,230,,15670.0
,,,,DOM,,,,,michael,1574,#michaelpineda-MLB-DET-38,,,True,mlb,,[],,,Pineda,,,,A,,79,,,michaelpineda,,fb9520f8-ca5d-4af7-8b2c-73825d2999fd,,,,DET,,,Yaguate,"{'bat_hand': 'R', 'full_name': 'Michael Pineda', 'pro_debut': '2011-04-05', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-09-01T14:42:20+00:00'}",Michael,,501381.0,,,SP,pineda,38.0,Michael Pineda,280,,
,1.0,,,COL,,,1999-07-01,Not Specified,jair,3045,#jaircamargo-MLB-MIN-77,,1753460702494.0,False,mlb,,[],,,Camargo,,,,MIN,,70,,,jaircamargo,,51c5b523-77b9-4e09-83be-8de6204235e5,,,,MIN,782FFAB081EF,,Barranquilla,"{'bat_hand': 'R', 'channel_id': '1157161502076076032', 'full_name': 'Jair Camargo', 'pro_debut': '2024-04-16', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-06-24T03:22:35+00:00'}",Jair,IL60,665856.0,,,C,camargo,77.0,Jair Camargo,230,Undisclosed,16616.0
,4.0,,,USA,Sacred Heart,,1995-11-01,Surgery,jason,1565,#jasonfoley-MLB-DET-68,,1756341622600.0,True,mlb,,[],,,Foley,,NY,,D60,,76,,,jasonfoley,Mepham (NY),5f333b4b-e361-4705-8741-0c0f0dd1a4f7,,,,DET,FB5401B319B9,,Manhasset,"{'bat_hand': 'R', 'channel_id': '1157161372681797632', 'full_name': 'Jason Foley', 'pro_debut': '2021-06-06', 'rookie_year': '2021', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-06-04T22:25:37+00:00'}",Jason,IL60,671345.0,,,RP,foley,68.0,Jason Foley,215,Shoulder,17098.0
,13.0,,,JPN,,,1986-08-16,,yu,1976,#yudarvish-MLB-SD-11,,1758953120914.0,True,mlb,,[],,,Darvish,,,,A,,77,,,yudarvish,Tohoku (JPN),cc672f14-6c84-4dde-8beb-90664d467843,,,,SD,7CFE0E8E347D,,Osaka,"{'bat_hand': 'R', 'channel_id': '1157161573337300992', 'full_name': 'Yu Darvish', 'pro_debut': '2012-04-09', 'rookie_year': '2012', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-07T22:40:27+00:00'}",Yu,,506433.0,,,SP,darvish,11.0,Yu Darvish,220,,9601.0
,1.0,,,USA,,,1998-03-04,,alex,2923,#alexspeas-MLB-BOS,,1732486528413.0,False,mlb,,[],,,Speas,,GA,,MIN,,75,,,alexspeas,McEachern (GA),d54ff5ec-65a2-4e23-bd6d-a007f7807f48,,,,BOS,0BC53BFC277A,,Powder Springs,"{'bat_hand': 'R', 'full_name': 'Alex Speas', 'pro_debut': '2023-07-19', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-06-29T18:06:01+00:00'}",Alex,,666208.0,,,RP,speas,,Alex Speas,205,,14262.0
,6.0,,,DOM,,,1994-04-07,,joel,1693,#joelpayamps-MLB-ATL-53,,1758569735467.0,True,mlb,,[],,,Payamps,,,,A,,75,,,joelpayamps,,889d4e15-173d-43af-90cc-58da6c8bc759,,,,ATL,FABBB3694507,,Santiago,"{'bat_hand': 'R', 'channel_id': '1157161636365107200', 'full_name': 'Joel Payamps', 'pro_debut': '2019-08-21', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-23T18:57:01+00:00'}",Joel,,606303.0,,,RP,payamps,53.0,Joel Payamps,214,,15634.0
,10.0,,,USA,Cal State Fullerton,,1992-01-04,,michael,1481,#michaellorenzen-MLB-KC-24,,1758864914834.0,True,mlb,,[],,,Lorenzen,,CA,,A,,75,,,michaellorenzen,Fullerton Union (CA),4150b3f7-beb3-4fbc-a947-933d45d20bfe,,,,KC,1390F4DB4CFA,,Anaheim,"{'bat_hand': 'R', 'channel_id': '1157161434690387968', 'full_name': 'Michael Lorenzen', 'pro_debut': '2015-04-29', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-16T17:12:48+00:00'}",Michael,,547179.0,,,SP,lorenzen,24.0,Michael Lorenzen,217,,11605.0
,8.0,,,USA,Cincinnati,,1994-08-12,,ian,1511,#ianhapp-MLB-CHC-8,,1758203117498.0,True,mlb,,[],,,Happ,,PA,,A,,71,,,ianhapp,Mount Lebanon (PA),d8968ebd-8227-44b6-b442-77d088c9f98a,,,,CHC,9D928FE0D483,,Pittsburgh,"{'bat_hand': 'B', 'channel_id': '1157161347029434368', 'full_name': 'Ian Happ', 'pro_debut': '2017-05-13', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-01T15:37:48+00:00'}",Ian,,664023.0,,,LF,happ,8.0,Ian Happ,205,,13824.0
,2.0,,,USA,Dallas Baptist,,1995-07-25,,darick,2493,#darickhall-MLB-PHI-24,,1742332222632.0,False,mlb,,[],,,Hall,,AZ,,MIN,,76,,,darickhall,Buena (AZ),90173fd8-848f-48a5-b686-ffb1a8e17776,,,,PHI,EC2EEFE39D1A,,Hereford,"{'bat_hand': 'L', 'full_name': 'Darick Hall', 'pro_debut': '2022-06-29', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-03-19T18:12:11+00:00'}",Darick,,669742.0,,,1B,hall,24.0,Darick Hall,232,,15182.0
,8.0,,,USA,,,1994-09-29,,tyler,1943,#tylermahle-MLB-TEX-51,,1758836112507.0,True,mlb,,[],,,Mahle,,CA,,A,,75,,,tylermahle,Westminster (CA),122f24b5-913e-4abd-90ca-62b1d7519665,,,,TEX,27CF042FA224,,Newport Beach,"{'bat_hand': 'R', 'channel_id': '1157161616018538496', 'full_name': 'Tyler Mahle', 'pro_debut': '2017-08-27', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-19T21:15:07+00:00'}",Tyler,,641816.0,,,SP,mahle,51.0,Tyler Mahle,210,,14058.0
,1.0,,,USA,,,2002-04-10,,thomas,3285,#thomassaggese-MLB-STL-25,,1757829907299.0,True,mlb,,[],,,Saggese,,CA,,A,,71,,,thomassaggese,Carlsbad (CA),8907d543-594a-4754-a383-e7558c41a475,,,,STL,34E55D871F12114D,,Carlsbad,"{'bat_hand': 'R', 'channel_id': '1157161262078001152', 'full_name': 'Thomas Saggese', 'pro_debut': '2024-09-10', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T19:04:58+00:00'}",Thomas,,695336.0,,,2B,saggese,25.0,Thomas Saggese,185,,16900.0
,7.0,,,USA,Kansas State,,1990-06-27,,nick,2952,#nickmartini-MLB-COL-35,,1749175234052.0,True,mlb,,[],,,Martini,,IL,,A,,71,,,nickmartini,Prairie Ridge (IL),6b29150b-67b6-410f-b1bf-43618616c230,,,,COL,4E720F337647,,Crystal Lake,"{'bat_hand': 'L', 'channel_id': '1157161550121828352', 'full_name': 'Nick Martini', 'pro_debut': '2018-06-06', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-05-17T18:38:27+00:00'}",Nick,,605361.0,,,RF,martini,35.0,Nick Martini,205,,15549.0
,6.0,,,USA,,,1995-04-12,,gabe,1696,#gabespeier-MLB-SEA-55,,1759112432387.0,True,mlb,,[],,,Speier,,CA,,A,,71,,,gabespeier,Dos Pueblos (CA),da007384-6e98-476a-9972-a47cd0e0aae2,,,,SEA,3E1BA334191B,,Santa Barbara,"{'bat_hand': 'L', 'channel_id': '1157161255421640705', 'full_name': 'Gabe Speier', 'pro_debut': '2019-09-05', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-01-29T04:49:39+00:00'}",Gabe,,642100.0,,,RP,speier,55.0,Gabe Speier,200,,14103.0
,,,,VEN,,,2001-02-20,,wilmer,3030,#wilmerflores-MLB-DET-59,,1757774103828.0,True,mlb,,[],,,Flores,,,,A,,76,,,wilmerflores,,f733a7c8-8946-4272-8b7b-d24640a0682d,,,,DET,6E54341B2068,,Valencia,"{'bat_hand': 'R', 'channel_id': '1157161372182675456', 'full_name': 'Wilmer Flores', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-15T12:40:21+00:00'}",Wilmer,,695865.0,,,SP,flores,59.0,Wilmer Flores,225,,17862.0
,0.0,,,USA,Florida,,2003-02-09,,jac,3462,#jaccaglianone-MLB-KC-14,,1759080630122.0,True,mlb,,[],,,Caglianone,,FL,,A,,77,,,jaccaglianone,Plant (FL),408d5f00-9add-4382-a31f-1bd6ad0d90e7,,,,KC,99D9D803E2FE7BDE,,Tampa,"{'bat_hand': 'L', 'channel_id': '1235285871431778304', 'full_name': 'Jac Caglianone', 'pro_debut': '2025-06-03', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-01T15:54:33+00:00'}",Jac,,,,,RF,caglianone,14.0,Jac Caglianone,250,,17419.0
,1.0,,,USA,Bethune-Cookman,,1998-02-06,,anthony,3061,#anthonymaldonado-MLB-ATH-56,,1750622144032.0,True,mlb,,[],,,Maldonado,,FL,,A,,76,,,anthonymaldonado,Palm Beach Central (FL),588f0b3f-fb37-4c09-b9d5-17e17beda9a9,,,,ATH,D4FDA4666220,,Wellington,"{'bat_hand': 'R', 'channel_id': '1157161109346615296', 'full_name': 'Anthony Maldonado', 'pro_debut': '2024-04-26', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:11:59+00:00'}",Anthony,,687424.0,,,RP,maldonado,56.0,Anthony Maldonado,220,,18544.0
,1.0,,,USA,Auburn,,1994-08-30,Strain,daniel,3205,#danielrobert-MLB-PHI-48,,1757362840602.0,True,mlb,,[],,,Robert,,AL,,D60,,76,,,danielrobert,Briarwood Christian (AL),d8a8391b-8616-4398-bcfd-eeae86167c88,,,,PHI,2CF71AB0BB2B,,Hoover,"{'bat_hand': 'L', 'channel_id': '1157161616949673984', 'full_name': 'Daniel Robert', 'pro_debut': '2024-07-10', 'rookie_year': '2024', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-08T21:44:36+00:00'}",Daniel,IL60,642016.0,,,RP,robert,48.0,Daniel Robert,210,Forearm,19682.0
,10.0,,,USA,UConn,,1990-06-17,,matt,1719,#mattbarnes-MLB-WSH-41,,1715270411127.0,True,mlb,,[],,,Barnes,,CT,,A,,76,,,mattbarnes,Bethel (CT),db6334d5-f34a-4db9-8e6b-5cb843617550,,,,WSH,121EB3921DC4,,Danbury,"{'bat_hand': 'R', 'full_name': 'Matt Barnes', 'pro_debut': '2014-09-09', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-03-27T17:52:36+00:00'}",Matt,,598264.0,,,RP,barnes,41.0,Matt Barnes,208,,12133.0
,7.0,,,PAN,,,1987-01-10,,paolo,2021,#paoloespino-MLB-TOR-52,,1725482723027.0,False,mlb,,[],,,Espino,,,,MIN,,70,,,paoloespino,The Pendleton School (FL),3d10b56f-1cea-41ce-983b-e06a96c1cb4f,,,,TOR,EE86348523A7,,Panama City,"{'bat_hand': 'R', 'full_name': 'Paolo Espino', 'pro_debut': '2017-05-19', 'rookie_year': '2017', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-08-01T20:33:12+00:00'}",Paolo,,502179.0,,,RP,espino,52.0,Paolo Espino,212,,11384.0
,3.0,,,CAN,Old Dominion,,1995-07-09,,jared,2637,#jaredyoung-MLB-NYM-29,,1758996923791.0,True,mlb,,[],,,Young,,BC,,A,,74,,,jaredyoung,Kelowna (CAN),fa5caff9-4291-4cbf-ab6b-374dc583a57f,,,,NYM,C271DCCA9A08,,Prince George,"{'bat_hand': 'L', 'channel_id': '1199824331073409024', 'full_name': 'Jared Young', 'pro_debut': '2022-09-16', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-27T18:07:24+00:00'}",Jared,,676724.0,,,LF,young,29.0,Jared Young,200,,15950.0
,1.0,,,USA,Coastal Carolina,,1994-02-21,,zach,2886,#zachremillard-MLB-CWS-1,,1717707906617.0,True,mlb,,[],,,Remillard,,NY,,A,,72,,,zachremillard,LaSalle Institute (NY),a14ec148-ef0d-4547-85f9-a83704c71b34,,,,CWS,92705B40CCDE,,Cohoes,"{'bat_hand': 'R', 'full_name': 'Zach Remillard', 'pro_debut': '2023-06-17', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-05-08T22:39:39+00:00'}",Zach,,621545.0,,,2B,remillard,1.0,Zach Remillard,185,,17090.0
,3.0,,,DOM,,,1999-05-17,,brayan,1721,#brayanbello-MLB-BOS-66,,1759382759781.0,True,mlb,,[],,,Bello,,,,A,,73,,,brayanbello,,3c5c48e4-cdc8-43e1-8239-a15e78677139,,,,BOS,34714B3925A4,,Samana,"{'bat_hand': 'R', 'channel_id': '1157161448779055104', 'full_name': 'Brayan Bello', 'pro_debut': '2022-07-06', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-22T18:24:27+00:00'}",Brayan,,678394.0,,,SP,bello,66.0,Brayan Bello,195,,15839.0
,7.0,,,USA,East Stroudsburg,,1993-03-11,,matt,2256,#mattfesta-MLB-CLE-52,,1746214538956.0,True,mlb,,[],,,Festa,,NY,,A,,73,,,mattfesta,St. Joseph by the Sea (NY),4f2d69fe-31d3-470c-8dcc-df43518f586d,,,,CLE,9E29A851E7A8,,Staten Island,"{'bat_hand': 'R', 'channel_id': '1157161612931530752', 'full_name': 'Matt Festa', 'pro_debut': '2018-07-14', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-24T01:49:10+00:00'}",Matt,,670036.0,,,RP,festa,52.0,Matt Festa,195,,15304.0
,1.0,,,USA,Northwest Nazarene,,1997-06-16,,zach,3290,#zachpenrod-MLB-LAD,,1754316950727.0,False,mlb,,[],,,Penrod,,ID,,MIN,,74,,,zachpenrod,,2d7df97a-15b9-42ef-ac7a-b6693993c632,,,,LAD,34292D0681C88EFD,,Nampa,"{'bat_hand': 'L', 'channel_id': '1157161457738088448', 'full_name': 'Zach Penrod', 'pro_debut': '2024-09-14', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-06-21T13:48:26+00:00'}",Zach,,683068.0,,,SP,penrod,,Zach Penrod,210,,19472.0
,0.0,,,USA,TCU,,2002-11-01,,payton,3537,#paytontolle-MLB-BOS-70,,1758283521595.0,True,mlb,,[],,,Tolle,,OK,,A,,78,,,paytontolle,Bethany (OK),74e3224f-de47-4e4b-84ed-ca0f4f6e289b,,,,BOS,,,Yukon,"{'bat_hand': 'L', 'channel_id': '1266934459488280577', 'full_name': 'Payton Tolle', 'pro_debut': '2025-08-29', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-05T13:55:43+00:00'}",Payton,,,,,SP,tolle,70.0,Payton Tolle,250,,19566.0
,1.0,,,USA,St. Joseph's,,1993-07-15,,brian,2654,#brianokeefe-MLB-SEA-64,,1742919649671.0,False,mlb,,[],,,O'Keefe,,NY,,MIN,,73,,,brianokeefe,St. Joseph's (PA),954e990e-050e-4cc1-b0d4-34f6ac693b20,,,,SEA,646125C1B7DD,,Albany,"{'bat_hand': 'R', 'full_name': ""Brian O'Keefe"", 'pro_debut': '2022-10-01', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-09-15T18:08:33+00:00'}",Brian,,657247.0,,,C,okeefe,64.0,Brian O'Keefe,210,,15967.0
,5.0,,,VEN,,,1997-03-11,,carlos,1689,#carloshernandez-MLB-CLE-40,,1755895825589.0,True,mlb,,[],,,Hernández,,,,A,,76,,,carloshernandez,,23805353-2fd0-4547-810f-097138e24b8a,,,,CLE,ED3322D9A9D9,,Guayana,"{'bat_hand': 'R', 'channel_id': '1157161433763446784', 'full_name': 'Carlos Hernández', 'pro_debut': '2020-09-01', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-02T16:49:47+00:00'}",Carlos,,672578.0,,,RP,hernandez,40.0,Carlos Hernández,255,,15338.0
,,,,USA,,,,,jordan,1030,#jordanholloway-MLB-MIA-25,,,False,mlb,,[],,,Holloway,,CO,,D60,,78,,,jordanholloway,Ralston Valley (CO),9c7282eb-3ba0-4eb1-ad7a-d2e0e4103e0e,,,,MIA,,,Arvada,"{'bat_hand': 'R', 'full_name': 'Jordan Holloway', 'pro_debut': '2020-07-26', 'rookie_year': '2020', 'status': 'D60', 'throw_hand': 'R', 'updated': '2022-08-01T22:25:45+00:00'}",Jordan,,656548.0,,,RP,holloway,25.0,Jordan Holloway,230,,
,2.0,,,USA,,,1999-11-16,Surgery,grayson,2740,#graysonrodriguez-MLB-BAL-30,,1759167636331.0,True,mlb,,[],,,Rodriguez,,TX,,D60,,77,,,graysonrodriguez,Central Heights (TX),8e17fe93-87da-4a6c-a63e-32a8083470cc,,,,BAL,2337A8480FA1,,Nacogdoches,"{'bat_hand': 'L', 'channel_id': '1157161398132834304', 'full_name': 'Grayson Rodriguez', 'pro_debut': '2023-04-05', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-08-01T15:32:51+00:00'}",Grayson,Out,680570.0,,,SP,rodriguez,30.0,Grayson Rodriguez,230,Elbow,15420.0
,2.0,,,USA,Randolph-Macon,,1997-10-24,,colin,2705,#colinselby-MLB-BAL-60,,1758654059405.0,True,mlb,,[],,,Selby,,VA,,A,,74,,,colinselby,Western Branch (VA),eaa39de5-d59b-4e58-9530-baecb2846419,,,,BAL,A91BDEBC1509,,Chesapeake,"{'bat_hand': 'R', 'channel_id': '1157161399047192576', 'full_name': 'Colin Selby', 'pro_debut': '2023-08-09', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-23T18:51:52+00:00'}",Colin,,681882.0,,,SP,selby,60.0,Colin Selby,220,,18254.0
,0.0,,,CUB,,,1999-05-10,,cesar,3538,#cesarprieto-MLB-STL-31,,1757101535270.0,True,mlb,,[],,,Prieto,,,,A,,69,,,cesarprieto,,ea1c73df-83fb-4637-a82e-a77967e4b0a7,,,,STL,,,Cienfuegos,"{'bat_hand': 'L', 'channel_id': '1267009959942434816', 'full_name': 'César Prieto', 'pro_debut': '2025-08-29', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:29:42+00:00'}",César,,,,,2B,prieto,31.0,César Prieto,195,,17769.0
